Season,Team,HomeMatches,HomeWins,HomeDraws,HomeLosses,HomeGoals,HomeGoalsAllowed,HomeComebackWins,HomeBlownLeads,AwayMatches,AwayWins,AwayDraws,AwayLosses,AwayGoals,AwayGoalsAllowed,AwayComebackWins,AwayBlownLeads,TotalMatches,TotalWins,TotalDraws,TotalLosses,TotalGoals,TotalGoalsAllowed,GoalDifference,TotalComebackWins,TotalBlownLeads,WinRate,ComebackRate,BlownLeadRate
2015/16,Tottenham,19,10,6,3,35,15,1,3,19,9,7,3,34,20,1,2,38,19,13,6,69,35,34,2,5,0.5,0.05263157894736842,0.13157894736842105
2015/16,Watford,19,6,6,7,20,19,0,0,19,6,3,10,20,31,0,1,38,12,9,17,40,50,-10,0,1,0.3157894736842105,0.0,0.02631578947368421
2015/16,West Brom,19,6,5,8,20,26,0,2,19,4,8,7,14,22,0,1,38,10,13,15,34,48,-14,0,3,0.2631578947368421,0.0,0.07894736842105263
2015/16,West Ham,19,9,7,3,34,26,1,2,19,7,7,5,31,25,2,2,38,16,14,8,65,51,14,3,4,0.42105263157894735,0.07894736842105263,0.10526315789473684
2016/17,Arsenal,19,14,3,2,39,16,0,1,19,9,3,7,38,28,0,1,38,23,6,9,77,44,33,0,2,0.6052631578947368,0.0,0.05263157894736842
2016/17,Bournemouth,19,9,4,6,35,29,1,1,19,3,6,10,20,38,0,3,38,12,10,16,55,67,-12,1,4,0.3157894736842105,0.02631578947368421,0.10526315789473684
2016/17,Burnley,19,10,3,6,26,20,0,0,19,1,4,14,13,35,0,0,38,11,7,20,39,55,-16,0,0,0.2894736842105263,0.0,0.0
2016/17,Chelsea,19,17,0,2,55,17,0,0,19,13,3,3,30,16,1,2,38,30,3,5,85,33,52,1,2,0.7894736842105263,0.02631578947368421,0.05263157894736842
2016/17,Crystal Palace,19,6,2,11,24,25,0,0,19,6,3,10,26,38,1,1,38,12,5,21,50,63,-13,1,1,0.3157894736842105,0.02631578947368421,0.02631578947368421
2016/17,Everton,19,13,4,2,42,16,0,2,19,4,6,9,20,28,0,1,38,17,10,11,62,44,18,0,3,0.4473684210526316,0.0,0.07894736842105263
2016/17,Hull,19,8,4,7,28,35,2,1,19,1,3,15,9,45,0,1,38,9,7,22,37,80,-43,2,2,0.23684210526315788,0.05263157894736842,0.05263157894736842
2016/17,Leicester,19,10,4,5,31,25,0,0,19,2,4,13,17,38,0,1,38,12,8,18,48,63,-15,0,1,0.3157894736842105,0.0,0.02631578947368421
2016/17,Liverpool,19,12,5,2,45,18,0,0,19,10,5,4,33,24,2,3,38,22,10,6,78,42,36,2,3,0.5789473684210527,0.05263157894736842,0.07894736842105263
2016/17,Man City,19,11,7,1,37,17,1,2,19,12,2,5,43,22,0,1,38,23,9,6,80,39,41,1,3,0.6052631578947368,0.02631578947368421,0.07894736842105263
2016/17,Man United,19,8,10,1,26,12,0,1,19,10,5,4,28,17,0,1,38,18,15,5,54,29,25,0,2,0.47368421052631576,0.0,0.05263157894736842
2016/17,Middlesbrough,19,4,6,9,17,23,0,2,19,1,7,11,10,30,0,0,38,5,13,20,27,53,-26,0,2,0.13157894736842105,0.0,0.05263157894736842
2016/17,Southampton,19,6,6,7,17,21,0,0,19,6,4,9,24,27,0,2,38,12,10,16,41,48,-7,0,2,0.3157894736842105,0.0,0.05263157894736842
2016/17,Stoke,19,7,6,6,24,24,0,3,19,4,5,10,17,32,0,1,38,11,11,16,41,56,-15,0,4,0.2894736842105263,0.0,0.10526315789473684
2016/17,Sunderland,19,3,5,11,16,34,0,1,19,3,1,15,13,35,0,0,38,6,6,26,29,69,-40,0,1,0.15789473684210525,0.0,0.02631578947368421
2016/17,Swansea,19,8,3,8,27,34,1,2,19,4,2,13,18,36,0,1,38,12,5,21,45,70,-25,1,3,0.3157894736842105,0.02631578947368421,0.07894736842105263
2016/17,Tottenham,19,17,2,0,47,9,1,1,19,9,6,4,39,17,1,0,38,26,8,4,86,26,60,2,1,0.6842105263157895,0.05263157894736842,0.02631578947368421
2016/17,Watford,19,8,4,7,25,29,0,1,19,3,3,13,15,39,0,2,38,11,7,20,40,68,-28,0,3,0.2894736842105263,0.0,0.07894736842105263
2016/17,West Brom,19,9,2,8,27,22,1,0,19,3,7,9,16,29,0,4,38,12,9,17,43,51,-8,1,4,0.3157894736842105,0.02631578947368421,0.10526315789473684
2016/17,West Ham,19,7,4,8,19,31,0,0,19,5,5,9,28,33,0,3,38,12,9,17,47,64,-17,0,3,0.3157894736842105,0.0,0.07894736842105263
2017/18,Arsenal,19,15,2,2,54,20,1,0,19,4,4,11,20,31,0,1,38,19,6,13,74,51,23,1,1,0.5,0.02631578947368421,0.02631578947368421
2017/18,Bournemouth,19,7,5,7,26,30,1,1,19,4,6,9,19,31,1,1,38,11,11,16,45,61,-16,2,2,0.2894736842105263,0.05263157894736842,0.05263157894736842
2017/18,Brighton,19,7,8,4,24,25,0,0,19,2,5,12,10,29,0,2,38,9,13,16,34,54,-20,0,2,0.23684210526315788,0.0,0.05263157894736842
2017/18,Burnley,19,7,5,7,16,17,1,1,19,7,7,5,20,22,0,1,38,14,12,12,36,39,-3,1,2,0.3684210526315789,0.02631578947368421,0.05263157894736842
2017/18,Chelsea,19,11,4,4,30,16,0,1,19,10,3,6,32,22,1,0,38,21,7,10,62,38,24,1,1,0.5526315789473685,0.02631578947368421,0.02631578947368421
2017/18,Crystal Palace,19,7,5,7,29,27,1,2,19,4,6,9,16,28,2,0,38,11,11,16,45,55,-10,3,2,0.2894736842105263,0.07894736842105263,0.05263157894736842
2017/18,Everton,19,10,4,5,28,22,0,0,19,3,6,10,16,36,0,3,38,13,10,15,44,58,-14,0,3,0.34210526315789475,0.0,0.07894736842105263
2017/18,Huddersfield,19,6,5,8,16,25,0,2,19,3,5,11,12,33,0,0,38,9,10,19,28,58,-30,0,2,0.23684210526315788,0.0,0.05263157894736842
2017/18,Leicester,19,7,6,6,25,22,0,1,19,5,5,9,31,38,0,2,38,12,11,15,56,60,-4,0,3,0.3157894736842105,0.0,0.07894736842105263
2017/18,Liverpool,19,12,7,0,45,10,1,2,19,9,5,5,39,28,1,2,38,21,12,5,84,38,46,2,4,0.5526315789473685,0.05263157894736842,0.10526315789473684
2017/18,Man City,19,16,2,1,61,14,1,1,19,16,2,1,45,13,1,1,38,32,4,2,106,27,79,2,2,0.8421052631578947,0.05263157894736842,0.05263157894736842
2017/18,Man United,19,15,2,2,38,9,0,0,19,10,4,5,30,19,2,0,38,25,6,7,68,28,40,2,0,0.6578947368421053,0.05263157894736842,0.0
2017/18,Newcastle,19,8,4,7,21,17,0,0,19,4,4,11,18,30,0,3,38,12,8,18,39,47,-8,0,3,0.3157894736842105,0.0,0.07894736842105263
2017/18,Southampton,19,4,7,8,20,26,0,4,19,3,8,8,17,30,0,2,38,7,15,16,37,56,-19,0,6,0.18421052631578946,0.0,0.15789473684210525
2017/18,Stoke,19,5,5,9,20,30,0,2,19,2,7,10,15,38,0,3,38,7,12,19,35,68,-33,0,5,0.18421052631578946,0.0,0.13157894736842105
2017/18,Swansea,19,6,3,10,17,24,0,0,19,2,6,11,11,32,1,1,38,8,9,21,28,56,-28,1,1,0.21052631578947367,0.02631578947368421,0.02631578947368421
2017/18,Tottenham,19,13,4,2,40,16,1,0,19,10,4,5,34,20,0,0,38,23,8,7,74,36,38,1,0,0.6052631578947368,0.02631578947368421,0.0
2017/18,Watford,19,7,6,6,27,31,1,2,19,4,2,13,17,33,0,1,38,11,8,19,44,64,-20,1,3,0.2894736842105263,0.02631578947368421,0.07894736842105263
2017/18,West Brom,19,3,9,7,21,29,0,2,19,3,4,12,10,27,0,3,38,6,13,19,31,56,-25,0,5,0.15789473684210525,0.0,0.13157894736842105
2017/18,West Ham,19,7,6,6,24,26,1,0,19,3,6,10,24,42,0,3,38,10,12,16,48,68,-20,1,3,0.2631578947368421,0.02631578947368421,0.07894736842105263
2018/19,Arsenal,19,14,3,2,42,16,1,1,19,7,4,8,31,35,0,1,38,21,7,10,73,51,22,1,2,0.5526315789473685,0.02631578947368421,0.05263157894736842
2018/19,Bournemouth,19,8,5,6,30,25,0,1,19,5,1,13,26,45,1,1,38,13,6,19,56,70,-14,1,2,0.34210526315789475,0.02631578947368421,0.05263157894736842
2018/19,Brighton,19,6,5,8,19,28,0,1,19,3,4,12,16,32,0,1,38,9,9,20,35,60,-25,0,2,0.23684210526315788,0.0,0.05263157894736842
2018/19,Burnley,19,7,2,10,24,32,0,1,19,4,5,10,21,36,0,0,38,11,7,20,45,68,-23,0,1,0.2894736842105263,0.0,0.02631578947368421
2018/19,Cardiff,19,6,2,11,21,38,1,0,19,4,2,13,13,31,0,0,38,10,4,24,34,69,-35,1,0,0.2631578947368421,0.02631578947368421,0.0
2018/19,Chelsea,19,12,6,1,39,12,0,2,19,9,3,7,24,27,0,1,38,21,9,8,63,39,24,0,3,0.5526315789473685,0.0,0.07894736842105263
2018/19,Crystal Palace,19,5,5,9,19,23,0,2,19,9,2,8,32,30,0,3,38,14,7,17,51,53,-2,0,5,0.3684210526315789,0.0,0.13157894736842105
2018/19,Everton,19,10,4,5,30,21,0,1,19,5,5,9,24,25,0,1,38,15,9,14,54,46,8,0,2,0.39473684210526316,0.0,0.05263157894736842
2018/19,Fulham,19,6,3,10,22,36,1,2,19,1,2,16,12,45,0,1,38,7,5,26,34,81,-47,1,3,0.18421052631578946,0.02631578947368421,0.07894736842105263
2018/19,Huddersfield,19,2,3,14,10,31,0,1,19,1,4,14,12,45,0,1,38,3,7,28,22,76,-54,0,2,0.07894736842105263,0.0,0.05263157894736842
2018/19,Leicester,19,8,3,8,24,20,0,0,19,7,4,8,27,28,0,0,38,15,7,16,51,48,3,0,0,0.39473684210526316,0.0,0.0
2018/19,Liverpool,19,17,2,0,55,10,1,0,19,13,5,1,34,12,0,0,38,30,7,1,89,22,67,1,0,0.7894736842105263,0.02631578947368421,0.0
2018/19,Man City,19,18,0,1,57,12,0,0,19,14,2,3,38,11,0,1,38,32,2,4,95,23,72,0,1,0.8421052631578947,0.0,0.02631578947368421
2018/19,Man United,19,10,6,3,33,25,2,1,19,9,3,7,32,29,0,1,38,19,9,10,65,54,11,2,2,0.5,0.05263157894736842,0.05263157894736842
2018/19,Newcastle,19,8,1,10,24,25,2,0,19,4,8,7,18,23,0,4,38,12,9,17,42,48,-6,2,4,0.3157894736842105,0.05263157894736842,0.10526315789473684
2018/19,Southampton,19,5,8,6,27,30,1,3,19,4,4,11,18,35,0,2,38,9,12,17,45,65,-20,1,5,0.23684210526315788,0.02631578947368421,0.13157894736842105
2018/19,Tottenham,19,12,2,5,34,16,1,2,19,11,0,8,33,23,1,2,38,23,2,13,67,39,28,2,4,0.6052631578947368,0.05263157894736842,0.10526315789473684
2018/19,Watford,19,8,3,8,26,28,0,0,19,6,5,8,26,31,1,2,38,14,8,16,52,59,-7,1,2,0.3684210526315789,0.02631578947368421,0.05263157894736842
2018/19,West Ham,19,9,4,6,32,27,2,2,19,6,3,10,20,28,0,2,38,15,7,16,52,55,-3,2,4,0.39473684210526316,0.05263157894736842,0.10526315789473684
2018/19,Wolves,19,10,4,5,28,21,1,0,19,6,5,8,19,25,1,2,38,16,9,13,47,46,1,2,2,0.42105263157894735,0.05263157894736842,0.05263157894736842
2019/20,Arsenal,19,10,6,3,36,24,1,5,19,4,8,7,20,24,1,2,38,14,14,10,56,48,8,2,7,0.3684210526315789,0.05263157894736842,0.18421052631578946
2019/20,Aston Villa,19,7,3,9,22,30,1,3,19,2,5,12,19,37,0,2,38,9,8,21,41,67,-26,1,5,0.23684210526315788,0.02631578947368421,0.13157894736842105
2019/20,Bournemouth,19,5,6,8,22,30,1,1,19,4,1,14,18,35,0,0,38,9,7,22,40,65,-25,1,1,0.23684210526315788,0.02631578947368421,0.02631578947368421
2019/20,Brighton,19,5,7,7,20,27,0,1,19,4,7,8,19,27,0,2,38,9,14,15,39,54,-15,0,3,0.23684210526315788,0.0,0.07894736842105263
2019/20,Burnley,19,8,4,7,24,23,1,2,19,7,5,7,19,27,0,1,38,15,9,14,43,50,-7,1,3,0.39473684210526316,0.02631578947368421,0.07894736842105263
2019/20,Chelsea,19,11,3,5,30,16,0,3,19,9,3,7,39,38,2,2,38,20,6,12,69,54,15,2,5,0.5263157894736842,0.05263157894736842,0.13157894736842105
2019/20,Crystal Palace,19,6,5,8,15,20,0,0,19,5,5,9,16,30,0,1,38,11,10,17,31,50,-19,0,1,0.2894736842105263,0.0,0.02631578947368421
2019/20,Everton,19,8,7,4,24,21,0,1,19,5,3,11,20,35,0,2,38,13,10,15,44,56,-12,0,3,0.34210526315789475,0.0,0.07894736842105263
2019/20,Leicester,19,11,4,4,35,17,2,0,19,7,4,8,32,24,0,2,38,18,8,12,67,41,26,2,2,0.47368421052631576,0.05263157894736842,0.05263157894736842
2019/20,Liverpool,19,18,1,0,52,16,1,1,19,14,2,3,33,17,1,0,38,32,3,3,85,33,52,2,1,0.8421052631578947,0.05263157894736842,0.02631578947368421
2019/20,Man City,19,15,2,2,57,13,1,1,19,11,1,7,45,22,0,1,38,26,3,9,102,35,67,1,2,0.6842105263157895,0.02631578947368421,0.05263157894736842
2019/20,Man United,19,10,7,2,40,17,0,3,19,8,5,6,26,19,0,2,38,18,12,8,66,36,30,0,5,0.47368421052631576,0.0,0.13157894736842105
2019/20,Newcastle,19,6,8,5,20,21,0,1,19,5,3,11,18,37,0,1,38,11,11,16,38,58,-20,0,2,0.2894736842105263,0.0,0.05263157894736842
2019/20,Norwich,19,4,3,12,19,37,0,5,19,1,3,15,7,38,0,0,38,5,6,27,26,75,-49,0,5,0.13157894736842105,0.0,0.13157894736842105
2019/20,Sheffield United,19,10,3,6,24,15,0,1,19,4,9,6,15,24,1,2,38,14,12,12,39,39,0,1,3,0.3684210526315789,0.02631578947368421,0.07894736842105263
2019/20,Southampton,19,6,3,10,21,35,2,1,19,9,4,6,30,25,0,1,38,15,7,16,51,60,-9,2,2,0.39473684210526316,0.05263157894736842,0.05263157894736842
2019/20,Tottenham,19,12,3,4,36,17,2,2,19,4,8,7,25,30,0,4,38,16,11,11,61,47,14,2,6,0.42105263157894735,0.05263157894736842,0.15789473684210525
2019/20,Watford,19,6,6,7,22,27,1,0,19,2,4,13,14,37,0,4,38,8,10,20,36,64,-28,1,4,0.21052631578947367,0.02631578947368421,0.10526315789473684
2019/20,West Ham,19,6,4,9,30,33,0,3,19,4,5,10,19,29,0,1,38,10,9,19,49,62,-13,0,4,0.2631578947368421,0.0,0.10526315789473684
2019/20,Wolves,19,8,7,4,27,19,1,0,19,7,7,5,24,21,3,0,38,15,14,9,51,40,11,4,0,0.39473684210526316,0.10526315789473684,0.0
2020/21,Arsenal,19,8,4,7,24,21,0,0,19,10,3,6,31,18,0,0,38,18,7,13,55,39,16,0,0,0.47368421052631576,0.0,0.0
2020/21,Aston Villa,19,7,4,8,29,27,0,1,19,9,3,7,26,19,0,3,38,16,7,15,55,46,9,0,4,0.42105263157894735,0.0,0.10526315789473684
2020/21,Brighton,19,4,9,6,22,22,1,2,19,5,5,9,18,24,0,4,38,9,14,15,40,46,-6,1,6,0.23684210526315788,0.02631578947368421,0.15789473684210525
2020/21,Burnley,19,4,6,9,14,27,1,1,19,6,3,10,19,28,0,0,38,10,9,19,33,55,-22,1,1,0.2631578947368421,0.02631578947368421,0.02631578947368421
2020/21,Chelsea,19,9,6,4,31,18,0,2,19,10,4,5,27,18,1,0,38,19,10,9,58,36,22,1,2,0.5,0.02631578947368421,0.05263157894736842
2020/21,Crystal Palace,19,6,5,8,20,32,1,1,19,6,3,10,21,34,0,2,38,12,8,18,41,66,-25,1,3,0.3157894736842105,0.02631578947368421,0.07894736842105263
2020/21,Everton,19,6,4,9,24,28,0,1,19,11,4,4,23,20,0,0,38,17,8,13,47,48,-1,0,1,0.4473684210526316,0.0,0.02631578947368421
2020/21,Fulham,19,2,4,13,9,28,0,1,19,3,9,7,18,25,0,2,38,5,13,20,27,53,-26,0,3,0.13157894736842105,0.0,0.07894736842105263
2020/21,Leeds,19,8,5,6,28,21,0,0,19,10,0,9,34,33,0,0,38,18,5,15,62,54,8,0,0,0.47368421052631576,0.0,0.0
2020/21,Leicester,19,9,1,9,34,30,1,0,19,11,5,3,34,20,1,0,38,20,6,12,68,50,18,2,0,0.5263157894736842,0.05263157894736842,0.0
2020/21,Liverpool,19,10,3,6,29,20,1,2,19,10,6,3,39,22,0,1,38,20,9,9,68,42,26,1,3,0.5263157894736842,0.02631578947368421,0.07894736842105263
2020/21,Man City,19,13,2,4,43,17,0,1,19,14,3,2,40,15,0,2,38,27,5,6,83,32,51,0,3,0.7105263157894737,0.0,0.07894736842105263
2020/21,Man United,19,9,4,6,38,28,1,2,19,12,7,0,35,16,4,0,38,21,11,6,73,44,29,5,2,0.5526315789473685,0.13157894736842105,0.05263157894736842
2020/21,Newcastle,19,6,5,8,26,33,0,0,19,6,4,9,20,29,1,0,38,12,9,17,46,62,-16,1,0,0.3157894736842105,0.02631578947368421,0.0
2020/21,Sheffield United,19,5,1,13,12,27,1,0,19,2,1,16,8,36,0,0,38,7,2,29,20,63,-43,1,0,0.18421052631578946,0.02631578947368421,0.0
2020/21,Southampton,19,8,3,8,28,25,0,3,19,4,4,11,19,43,0,2,38,12,7,19,47,68,-21,0,5,0.3157894736842105,0.0,0.13157894736842105
2020/21,Tottenham,19,10,3,6,35,20,1,4,19,8,5,6,33,25,0,3,38,18,8,12,68,45,23,1,7,0.47368421052631576,0.02631578947368421,0.18421052631578946
2020/21,West Brom,19,3,6,10,15,39,0,1,19,2,5,12,20,37,1,1,38,5,11,22,35,76,-41,1,2,0.13157894736842105,0.02631578947368421,0.05263157894736842
2020/21,West Ham,19,10,4,5,32,22,0,3,19,9,4,6,30,25,0,0,38,19,8,11,62,47,15,0,3,0.5,0.0,0.07894736842105263
2020/21,Wolves,19,7,4,8,21,25,1,1,19,5,5,9,15,27,1,2,38,12,9,17,36,52,-16,2,3,0.3157894736842105,0.05263157894736842,0.07894736842105263
2021/22,Arsenal,19,13,2,4,35,17,1,2,19,9,1,9,26,31,0,1,38,22,3,13,61,48,13,1,3,0.5789473684210527,0.02631578947368421,0.07894736842105263
2021/22,Aston Villa,19,6,5,8,29,29,0,1,19,7,1,11,23,25,0,1,38,13,6,19,52,54,-2,0,2,0.34210526315789475,0.0,0.05263157894736842
2021/22,Brentford,19,7,3,9,22,21,1,0,19,6,4,9,26,35,1,0,38,13,7,18,48,56,-8,2,0,0.34210526315789475,0.05263157894736842,0.0
2021/22,Brighton,19,5,7,7,19,23,1,2,19,7,8,4,23,21,1,1,38,12,15,11,42,44,-2,2,3,0.3157894736842105,0.05263157894736842,0.07894736842105263
2021/22,Burnley,19,5,6,8,18,25,1,1,19,2,8,9,16,28,1,3,38,7,14,17,34,53,-19,2,4,0.18421052631578946,0.05263157894736842,0.10526315789473684
2021/22,Chelsea,19,9,7,3,37,22,0,2,19,12,4,3,39,11,0,2,38,21,11,6,76,33,43,0,4,0.5526315789473685,0.0,0.10526315789473684
2021/22,Crystal Palace,19,7,8,4,27,17,0,2,19,4,7,8,23,29,1,2,38,11,15,12,50,46,4,1,4,0.2894736842105263,0.02631578947368421,0.10526315789473684
2021/22,Everton,19,9,2,8,27,25,3,1,19,2,4,13,16,41,0,1,38,11,6,21,43,66,-23,3,2,0.2894736842105263,0.07894736842105263,0.05263157894736842
2021/22,Leeds,19,4,6,9,19,38,0,3,19,5,5,9,23,41,1,1,38,9,11,18,42,79,-37,1,4,0.23684210526315788,0.02631578947368421,0.10526315789473684
2021/22,Leicester,19,10,4,5,34,23,0,0,19,4,6,9,28,36,0,2,38,14,10,14,62,59,3,0,2,0.3684210526315789,0.0,0.05263157894736842
2021/22,Liverpool,19,15,4,0,49,9,0,1,19,13,4,2,45,17,0,0,38,28,8,2,94,26,68,0,1,0.7368421052631579,0.0,0.02631578947368421
2021/22,Man City,19,15,2,2,58,15,1,1,19,14,4,1,41,11,1,0,38,29,6,3,99,26,73,2,1,0.7631578947368421,0.05263157894736842,0.02631578947368421
2021/22,Man United,19,10,5,4,32,22,0,2,19,6,5,8,25,35,0,2,38,16,10,12,57,57,0,0,4,0.42105263157894735,0.0,0.10526315789473684
2021/22,Newcastle,19,8,6,5,26,27,0,2,19,5,4,10,18,35,0,1,38,13,10,15,44,62,-18,0,3,0.34210526315789475,0.0,0.07894736842105263
2021/22,Norwich,19,3,3,13,12,43,0,1,19,2,4,13,11,41,0,1,38,5,7,26,23,84,-61,0,2,0.13157894736842105,0.0,0.05263157894736842
2021/22,Southampton,19,6,7,6,23,24,0,5,19,3,6,10,20,43,0,2,38,9,13,16,43,67,-24,0,7,0.23684210526315788,0.0,0.18421052631578946
2021/22,Tottenham,19,13,1,5,38,19,1,0,19,9,4,6,31,21,0,0,38,22,5,11,69,40,29,1,0,0.5789473684210527,0.02631578947368421,0.0
2021/22,Watford,19,2,2,15,17,46,0,1,19,4,3,12,17,31,0,1,38,6,5,27,34,77,-43,0,2,0.15789473684210525,0.0,0.05263157894736842
2021/22,West Ham,19,9,5,5,33,26,1,3,19,7,3,9,27,25,2,1,38,16,8,14,60,51,9,3,4,0.42105263157894735,0.07894736842105263,0.10526315789473684
2021/22,Wolves,19,7,3,9,20,25,0,1,19,8,3,8,18,18,0,2,38,15,6,17,38,43,-5,0,3,0.39473684210526316,0.0,0.07894736842105263
2022/23,Arsenal,19,14,3,2,53,25,2,0,19,12,3,4,35,18,1,3,38,26,6,6,88,43,45,3,3,0.6842105263157895,0.07894736842105263,0.07894736842105263
2022/23,Aston Villa,19,12,2,5,33,21,0,1,19,6,5,8,18,25,0,1,38,18,7,13,51,46,5,0,2,0.47368421052631576,0.0,0.05263157894736842
2022/23,Bournemouth,19,6,4,9,20,28,2,2,19,5,2,12,17,43,1,3,38,11,6,21,37,71,-34,3,5,0.2894736842105263,0.07894736842105263,0.13157894736842105
2022/23,Brentford,19,10,7,2,35,18,1,3,19,5,7,7,23,28,1,0,38,15,14,9,58,46,12,2,3,0.39473684210526316,0.05263157894736842,0.07894736842105263
2022/23,Brighton,19,10,4,5,37,21,0,0,19,8,4,7,35,32,0,1,38,18,8,12,72,53,19,0,1,0.47368421052631576,0.0,0.02631578947368421
2022/23,Chelsea,19,6,7,6,20,19,0,1,19,5,4,10,18,28,0,1,38,11,11,16,38,47,-9,0,2,0.2894736842105263,0.0,0.05263157894736842
2022/23,Crystal Palace,19,7,7,5,21,23,1,0,19,4,5,10,19,26,0,2,38,11,12,15,40,49,-9,1,2,0.2894736842105263,0.02631578947368421,0.05263157894736842
2022/23,Everton,19,6,3,10,16,27,0,1,19,2,9,8,18,30,0,3,38,8,12,18,34,57,-23,0,4,0.21052631578947367,0.0,0.10526315789473684
2022/23,Fulham,19,8,5,6,31,29,0,1,19,7,2,10,24,24,1,1,38,15,7,16,55,53,2,1,2,0.39473684210526316,0.02631578947368421,0.05263157894736842
2022/23,Leeds,19,5,7,7,26,37,1,1,19,2,3,14,22,41,0,2,38,7,10,21,48,78,-30,1,3,0.18421052631578946,0.02631578947368421,0.07894736842105263
2022/23,Leicester,19,5,4,10,23,27,0,2,19,4,3,12,28,41,0,1,38,9,7,22,51,68,-17,0,3,0.23684210526315788,0.0,0.07894736842105263
2022/23,Liverpool,19,13,5,1,46,17,1,0,19,6,5,8,29,30,0,0,38,19,10,9,75,47,28,1,0,0.5,0.02631578947368421,0.0
2022/23,Man City,19,17,1,1,60,17,2,1,19,11,4,4,34,16,0,1,38,28,5,5,94,33,61,2,2,0.7368421052631579,0.05263157894736842,0.05263157894736842
2022/23,Man United,19,15,3,1,36,10,0,0,19,8,3,8,22,33,0,2,38,23,6,9,58,43,15,0,2,0.6052631578947368,0.0,0.05263157894736842
2022/23,Newcastle,19,11,6,2,36,14,1,1,19,8,8,3,32,19,1,1,38,19,14,5,68,33,35,2,2,0.5,0.05263157894736842,0.05263157894736842
2022/23,Nott'm Forest,19,8,6,5,27,24,0,3,19,1,5,13,11,44,0,3,38,9,11,18,38,68,-30,0,6,0.23684210526315788,0.0,0.15789473684210525
2022/23,Southampton,19,2,5,12,19,37,0,2,19,4,2,13,17,36,1,2,38,6,7,25,36,73,-37,1,4,0.15789473684210525,0.02631578947368421,0.10526315789473684
2022/23,Tottenham,19,12,1,6,37,25,1,1,19,6,5,8,33,38,1,3,38,18,6,14,70,63,7,2,4,0.47368421052631576,0.05263157894736842,0.10526315789473684
2022/23,West Ham,19,8,4,7,26,24,0,0,19,3,3,13,16,31,0,1,38,11,7,20,42,55,-13,0,1,0.2894736842105263,0.0,0.02631578947368421
2022/23,Wolves,19,9,3,7,19,20,0,2,19,2,5,12,12,38,1,3,38,11,8,19,31,58,-27,1,5,0.2894736842105263,0.02631578947368421,0.13157894736842105
2023/24,Arsenal,19,15,2,2,48,16,0,0,19,13,3,3,43,13,0,0,38,28,5,5,91,29,62,0,0,0.7368421052631579,0.0,0.0
2023/24,Aston Villa,19,12,4,3,48,28,0,2,19,8,4,7,28,33,1,1,38,20,8,10,76,61,15,1,3,0.5263157894736842,0.02631578947368421,0.07894736842105263
2023/24,Bournemouth,19,7,6,6,27,28,1,2,19,6,3,10,27,39,0,1,38,13,9,16,54,67,-13,1,3,0.34210526315789475,0.02631578947368421,0.07894736842105263
2023/24,Brentford,19,5,7,7,29,34,1,2,19,5,2,12,27,31,0,2,38,10,9,19,56,65,-9,1,4,0.2631578947368421,0.02631578947368421,0.10526315789473684
2023/24,Brighton,19,8,6,5,30,27,0,2,19,4,6,9,25,35,0,1,38,12,12,14,55,62,-7,0,3,0.3157894736842105,0.0,0.07894736842105263
2023/24,Burnley,19,2,4,13,19,43,0,1,19,3,5,11,22,35,0,3,38,5,9,24,41,78,-37,0,4,0.13157894736842105,0.0,0.10526315789473684
2023/24,Chelsea,19,11,4,4,44,26,0,2,19,7,5,7,33,37,1,2,38,18,9,11,77,63,14,1,4,0.47368421052631576,0.02631578947368421,0.10526315789473684
2023/24,Crystal Palace,19,8,4,7,37,26,0,3,19,5,6,8,20,32,0,1,38,13,10,15,57,58,-1,0,4,0.34210526315789475,0.0,0.10526315789473684
2023/24,Everton,19,8,4,7,22,18,0,2,19,5,5,9,18,33,0,0,38,13,9,16,40,51,-11,0,2,0.34210526315789475,0.0,0.05263157894736842
2023/24,Fulham,19,9,2,8,31,24,0,0,19,4,6,9,24,37,0,2,38,13,8,17,55,61,-6,0,2,0.34210526315789475,0.0,0.05263157894736842
2023/24,Liverpool,19,15,3,1,49,17,1,0,19,9,7,3,37,24,2,3,38,24,10,4,86,41,45,3,3,0.631578947368421,0.07894736842105263,0.07894736842105263
2023/24,Luton,19,4,4,11,28,37,0,1,19,2,4,13,24,48,0,4,38,6,8,24,52,85,-33,0,5,0.15789473684210525,0.0,0.13157894736842105
2023/24,Man City,19,14,5,0,51,16,1,3,19,14,2,3,45,18,4,1,38,28,7,3,96,34,62,5,4,0.7368421052631579,0.13157894736842105,0.10526315789473684
2023/24,Man United,19,10,3,6,31,28,3,1,19,8,3,8,26,30,0,1,38,18,6,14,57,58,-1,3,2,0.47368421052631576,0.07894736842105263,0.05263157894736842
2023/24,Newcastle,19,12,4,3,49,22,1,3,19,6,2,11,36,40,0,1,38,18,6,14,85,62,23,1,4,0.47368421052631576,0.02631578947368421,0.10526315789473684
2023/24,Nott'm Forest,19,5,5,9,27,30,0,0,19,4,4,11,22,37,0,2,38,9,9,20,49,67,-18,0,2,0.23684210526315788,0.0,0.05263157894736842
2023/24,Sheffield United,19,2,4,13,19,57,0,1,19,1,3,15,16,47,0,1,38,3,7,28,35,104,-69,0,2,0.07894736842105263,0.0,0.05263157894736842
